Average frame time: 0.015815230921516227
         1141685 function calls (1127177 primitive calls) in 46.524 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2876    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
       54    0.001    0.000    0.003    0.000 __init__.py:889(_open_file_or_url)
     1033    0.001    0.000    0.034    0.000 inspect.py:3081(signature)
     1481    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      410    0.001    0.000    0.001    0.000 copy.py:268(_reconstruct)
       32    0.001    0.000    0.006    0.000 colors.py:782(from_list)
       16    0.001    0.000    0.002    0.000 enum.py:135(__new__)
        1    0.001    0.001    0.001    0.001 __init__.py:328(<listcomp>)
      513    0.001    0.000    0.003    0.000 font_manager.py:889(_json_decode)
     2155    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
      616    0.001    0.000    0.002    0.000 _inspect.py:98(getargspec)
     1180    0.001    0.000    0.001    0.000 functools.py:67(wraps)
     1178    0.001    0.000    0.002    0.000 colors.py:123(_is_nth_color)
      194    0.001    0.000    0.001    0.000 enum.py:836(__and__)
     6017    0.001    0.000    0.001    0.000 inspect.py:2529(kind)
        2    0.001    0.000    0.002    0.001 npyio.py:1060(read_data)
       68    0.001    0.000    0.001    0.000 {built-in method _codecs.charmap_decode}
     3404    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
      457    0.001    0.000    0.005    0.000 rcsetup.py:327(validate_color)
     1470    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
     1242    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
      412    0.001    0.000    0.001    0.000 artist.py:1357(aliased_name)
        2    0.001    0.000    0.001    0.000 {built-in method gc.collect}
     2418    0.001    0.000    0.001    0.000 {method 'release' of '_thread.lock' objects}
      352    0.001    0.000    0.001    0.000 _util.py:300(<listcomp>)
     2876    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
     2269    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      281    0.000    0.000    0.003    0.000 function_base.py:460(add_newdoc)
        1    0.000    0.000    0.001    0.001 {method 'read' of '_io.TextIOWrapper' objects}
     1024    0.000    0.000    0.000    0.000 npyio.py:804(<lambda>)
     4038    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      115    0.000    0.000    0.007    0.000 _distn_infrastructure.py:587(__init__)
      848    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.089    0.089 _continuous_distns.py:6(<module>)
     3588    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      457    0.000    0.000    0.003    0.000 inspect.py:2843(replace)
      337    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      283    0.000    0.000    0.001    0.000 sre_parse.py:343(_escape)
      511    0.000    0.000    0.001    0.000 ntpath.py:67(isabs)
      410    0.000    0.000    0.004    0.000 pyparsing.py:1423(copy)
      887    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
     1057    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      851    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
       89    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
     1161    0.000    0.000    0.001    0.000 inspect.py:504(_is_wrapper)
      266    0.000    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      410    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
  142/141    0.000    0.000    0.139    0.001 <frozen importlib._bootstrap_external>:1040(create_module)
       86    0.000    0.000    0.000    0.000 docstring.py:38(__call__)
        1    0.000    0.000    0.002    0.002 pyplot.py:1953(_setup_pyplot_info_docstrings)
      352    0.000    0.000    0.000    0.000 _util.py:314(<listcomp>)
      478    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
      188    0.000    0.000    0.000    0.000 colors.py:845(<listcomp>)
     1932    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      848    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:792(find_spec)
      688    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
       89    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
      531    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      273    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       32    0.000    0.000    0.005    0.000 _collections_abc.py:824(update)
      196    0.000    0.000    0.014    0.000 sre_compile.py:598(_code)
      197    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
        2    0.000    0.000    0.001    0.000 _distn_infrastructure.py:3605(get_distribution_names)
     2555    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
      522    0.000    0.000    0.017    0.000 re.py:180(search)
      161    0.000    0.000    0.001    0.000 enum.py:70(__setitem__)
      491    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
  142/124    0.000    0.000    0.050    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
     4078    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
  225/187    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
      134    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       15    0.000    0.000    0.001    0.000 threading.py:763(__init__)
       26    0.000    0.000    0.001    0.000 _backend.py:216(get_defaults)
       36    0.000    0.000    0.005    0.000 __init__.py:1459(_add_data_doc)
      455    0.000    0.000    0.004    0.000 colors.py:128(is_color_like)
  512/256    0.000    0.000    0.000    0.000 npyio.py:1031(pack_items)
       91    0.000    0.000    0.001    0.000 inspect.py:535(_finddoc)
        1    0.000    0.000    0.000    0.000 {built-in method nt.open}
        4    0.000    0.000    0.084    0.021 __init__.py:7(<module>)
      352    0.000    0.000    0.000    0.000 _util.py:304(<listcomp>)
        1    0.000    0.000    0.005    0.005 mathtext.py:2822(<listcomp>)
      196    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      244    0.000    0.000    0.000    0.000 _distn_infrastructure.py:710(<genexpr>)
      895    0.000    0.000    0.000    0.000 rcsetup.py:192(validator)
       18    0.000    0.000    0.005    0.000 rcsetup.py:860(validate_cycler)
       63    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
      352    0.000    0.000    0.000    0.000 _util.py:309(<listcomp>)
       16    0.000    0.000    0.000    0.000 enum.py:177(<setcomp>)
      257    0.000    0.000    0.001    0.000 npyio.py:1048(split_line)
       24    0.000    0.000    0.003    0.000 traceback.py:318(extract)
       13    0.000    0.000    1.002    0.077 path_runner.py:23(start)
       38    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       56    0.000    0.000    0.001    0.000 inspect.py:3035(__str__)
       50    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      199    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
      514    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      239    0.000    0.000    0.003    0.000 rcsetup.py:311(validate_color_for_prop_cycle)
      869    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:719(find_spec)
      115    0.000    0.000    0.001    0.000 ntpath.py:75(join)
        8    0.000    0.000    0.001    0.000 numeric.py:1421(cross)
       39    0.000    0.000    0.001    0.000 meat.py:116(get_center_as_point)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4011(__init__)
        1    0.000    0.000    0.020    0.020 pyparsing.py:96(<module>)
       89    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
      828    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
      374    0.000    0.000    0.000    0.000 typing.py:704(__setattr__)
      129    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       83    0.000    0.000    0.001    0.000 pyparsing.py:3870(__init__)
      796    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       18    0.000    0.000    0.001    0.000 basic.py:911(inv)
        1    0.000    0.000    0.005    0.005 codata.py:51(<module>)
      161    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      256    0.000    0.000    0.001    0.000 npyio.py:1087(<listcomp>)
     1390    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       15    0.000    0.000    0.012    0.001 _distn_infrastructure.py:2827(__init__)
  513/257    0.000    0.000    0.001    0.000 _internal.py:875(__call__)
      415    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
       41    0.000    0.000    0.000    0.000 point.py:42(vector_angle)
        1    0.000    0.000    0.013    0.013 _axes.py:97(Axes)
       36    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
      110    0.000    0.000    0.003    0.000 rcsetup.py:94(<listcomp>)
        1    0.000    0.000    0.240    0.240 pyplot.py:19(<module>)
     2268    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        1    0.000    0.000    0.010    0.010 numeric.py:1(<module>)
       67    0.000    0.000    0.000    0.000 utils.py:75(__call__)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1835(_parseCache)
      318    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      177    0.000    0.000    0.000    0.000 enum.py:376(__setattr__)
